## SLURM PROLOG ###############################################################
##    Job ID : 8517581
##  Job Name : runs_rocksample_11_11_transformer
##  Nodelist : gpu2107
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 08:01:27 PM EST 2025
###############################################################################
obs (49,)
timesteps=249000 - 249768, avg episodic return=10.00
timesteps=248872 - 249832, avg episodic return=10.00
timesteps=248840 - 249640, avg episodic return=13.00
timesteps=249864 - 250760, avg episodic return=10.00
timesteps=249896 - 250728, avg episodic return=10.83
timesteps=250120 - 250728, avg episodic return=8.75
timesteps=251624 - 251624, avg episodic return=30.00
timesteps=251208 - 251720, avg episodic return=10.00
timesteps=250952 - 251848, avg episodic return=10.91
timesteps=251080 - 251880, avg episodic return=10.00
timesteps=252744 - 252744, avg episodic return=-70.00
timesteps=251912 - 252808, avg episodic return=10.00
timesteps=251912 - 252904, avg episodic return=10.43
timesteps=251944 - 252904, avg episodic return=10.00
timesteps=253864 - 253864, avg episodic return=10.00
timesteps=253096 - 253928, avg episodic return=10.00
timesteps=252936 - 253896, avg episodic return=10.00
timesteps=252936 - 253928, avg episodic return=10.00
timesteps=254376 - 254376, avg episodic return=-10.00
timesteps=254024 - 254856, avg episodic return=7.50
timesteps=253960 - 254952, avg episodic return=9.38
timesteps=254376 - 254952, avg episodic return=10.00
timesteps=255016 - 255912, avg episodic return=11.25
timesteps=254984 - 255944, avg episodic return=11.11
timesteps=255400 - 255944, avg episodic return=10.00
timesteps=256104 - 257000, avg episodic return=8.42
timesteps=256008 - 257000, avg episodic return=10.00
timesteps=256008 - 256936, avg episodic return=10.00
timesteps=257800 - 257800, avg episodic return=0.00
timesteps=257032 - 257768, avg episodic return=10.00
timesteps=257128 - 257960, avg episodic return=10.00
timesteps=257480 - 257480, avg episodic return=-60.00
timesteps=257032 - 257864, avg episodic return=10.00
timesteps=258312 - 259016, avg episodic return=10.00
timesteps=258056 - 258856, avg episodic return=10.00
timesteps=258120 - 259016, avg episodic return=8.33
timesteps=259080 - 259080, avg episodic return=20.00
timesteps=259080 - 260072, avg episodic return=7.50
timesteps=259080 - 260040, avg episodic return=10.00
timesteps=259624 - 259880, avg episodic return=10.00
timesteps=260328 - 260328, avg episodic return=10.00
timesteps=260232 - 261032, avg episodic return=10.00
timesteps=260232 - 261096, avg episodic return=10.00
timesteps=260104 - 261096, avg episodic return=8.00
timesteps=261160 - 262056, avg episodic return=10.00
timesteps=261128 - 262120, avg episodic return=10.00
timesteps=261224 - 262024, avg episodic return=13.33
timesteps=262216 - 263144, avg episodic return=10.00
timesteps=262152 - 263112, avg episodic return=10.00
timesteps=262280 - 263144, avg episodic return=12.50
timesteps=263208 - 264136, avg episodic return=7.50
timesteps=263240 - 264072, avg episodic return=10.00
timesteps=263240 - 264104, avg episodic return=10.00
timesteps=264392 - 264968, avg episodic return=10.00
timesteps=264232 - 265192, avg episodic return=10.00
timesteps=264552 - 264552, avg episodic return=10.00
timesteps=264232 - 265160, avg episodic return=11.11
timesteps=265704 - 265704, avg episodic return=10.00
timesteps=265224 - 266184, avg episodic return=9.33
timesteps=265256 - 266184, avg episodic return=9.50
timesteps=265320 - 266184, avg episodic return=10.00
timesteps=266376 - 267144, avg episodic return=10.00
timesteps=266248 - 267112, avg episodic return=10.00
timesteps=266280 - 267048, avg episodic return=11.11
timesteps=267272 - 268232, avg episodic return=10.00
timesteps=267272 - 268232, avg episodic return=10.00
timesteps=267752 - 267752, avg episodic return=10.00
timesteps=267368 - 268232, avg episodic return=8.33
timesteps=268296 - 269064, avg episodic return=12.86
timesteps=268392 - 269256, avg episodic return=10.00
timesteps=268616 - 268616, avg episodic return=20.00
timesteps=268392 - 269160, avg episodic return=10.00
timesteps=269352 - 270216, avg episodic return=10.91
timesteps=269384 - 270312, avg episodic return=9.41
timesteps=269320 - 270312, avg episodic return=8.75
timesteps=270408 - 271048, avg episodic return=10.00
timesteps=270408 - 271336, avg episodic return=10.83
timesteps=270984 - 270984, avg episodic return=20.00
timesteps=270344 - 271336, avg episodic return=8.89
timesteps=271464 - 272360, avg episodic return=11.00
timesteps=271400 - 272360, avg episodic return=9.29
timesteps=271496 - 272360, avg episodic return=10.00
timesteps=272616 - 272616, avg episodic return=10.00
timesteps=272392 - 273288, avg episodic return=10.00
timesteps=272776 - 273384, avg episodic return=10.00
timesteps=272520 - 273384, avg episodic return=11.54
timesteps=273480 - 273480, avg episodic return=10.00
timesteps=273576 - 274280, avg episodic return=11.25
timesteps=273416 - 274344, avg episodic return=10.00
timesteps=273416 - 274408, avg episodic return=6.92
timesteps=274440 - 275368, avg episodic return=10.00
timesteps=274440 - 275240, avg episodic return=10.00
timesteps=274440 - 275400, avg episodic return=10.59
timesteps=275624 - 275624, avg episodic return=-30.00
timesteps=275592 - 276456, avg episodic return=10.00
timesteps=275592 - 276392, avg episodic return=9.09
timesteps=275496 - 275496, avg episodic return=20.00
timesteps=275528 - 276424, avg episodic return=10.00
timesteps=276712 - 276712, avg episodic return=0.00
timesteps=276520 - 277480, avg episodic return=10.67
timesteps=276616 - 277352, avg episodic return=10.00
timesteps=276488 - 277448, avg episodic return=10.00
timesteps=277544 - 278472, avg episodic return=10.00
timesteps=277544 - 278504, avg episodic return=8.95
timesteps=277512 - 278408, avg episodic return=8.57
timesteps=278536 - 279432, avg episodic return=10.00
timesteps=278632 - 279368, avg episodic return=11.43
timesteps=278536 - 279400, avg episodic return=9.23
timesteps=279592 - 280424, avg episodic return=10.00
timesteps=279624 - 280520, avg episodic return=10.00
timesteps=279624 - 280552, avg episodic return=10.00
timesteps=281096 - 281096, avg episodic return=-50.00
timesteps=280584 - 281576, avg episodic return=10.00
timesteps=280648 - 281576, avg episodic return=10.00
timesteps=280584 - 281576, avg episodic return=10.00
timesteps=282312 - 282344, avg episodic return=10.00
timesteps=281608 - 282536, avg episodic return=10.00
timesteps=281640 - 282568, avg episodic return=10.71
timesteps=281608 - 282536, avg episodic return=10.53
timesteps=282632 - 283464, avg episodic return=10.00
timesteps=282664 - 283464, avg episodic return=8.67
timesteps=282632 - 283528, avg episodic return=-5.00
timesteps=282696 - 283624, avg episodic return=10.00
timesteps=284008 - 284008, avg episodic return=10.00
timesteps=283656 - 284488, avg episodic return=10.00
timesteps=283688 - 284648, avg episodic return=9.41
timesteps=283688 - 284648, avg episodic return=10.00
timesteps=284744 - 285608, avg episodic return=10.00
timesteps=284712 - 285608, avg episodic return=11.67
timesteps=284680 - 285608, avg episodic return=9.17
timesteps=285704 - 286632, avg episodic return=10.91
timesteps=285992 - 286696, avg episodic return=10.00
timesteps=285704 - 286696, avg episodic return=10.56
timesteps=286856 - 287688, avg episodic return=10.71
timesteps=286728 - 287624, avg episodic return=10.00
timesteps=286792 - 287592, avg episodic return=10.00
timesteps=288584 - 288584, avg episodic return=10.00
timesteps=287976 - 288712, avg episodic return=10.00
timesteps=287784 - 288744, avg episodic return=10.00
timesteps=287752 - 288712, avg episodic return=8.00
timesteps=288968 - 288968, avg episodic return=30.00
timesteps=288936 - 289768, avg episodic return=11.11
timesteps=288808 - 289544, avg episodic return=9.44
timesteps=289320 - 289384, avg episodic return=10.00
timesteps=288776 - 289736, avg episodic return=10.00
timesteps=289864 - 290696, avg episodic return=9.29
timesteps=289992 - 290760, avg episodic return=10.00
timesteps=289800 - 290792, avg episodic return=10.00
timesteps=290888 - 291784, avg episodic return=10.83
timesteps=290888 - 291752, avg episodic return=10.00
timesteps=291368 - 291368, avg episodic return=-10.00
timesteps=290856 - 291816, avg episodic return=10.45
timesteps=291944 - 292712, avg episodic return=10.00
timesteps=291880 - 292776, avg episodic return=9.29
timesteps=291880 - 292808, avg episodic return=10.00
timesteps=293544 - 293544, avg episodic return=-10.00
timesteps=292872 - 293832, avg episodic return=10.00
timesteps=292904 - 293832, avg episodic return=10.67
timesteps=292872 - 293832, avg episodic return=10.00
timesteps=293896 - 294856, avg episodic return=11.67
timesteps=293928 - 294856, avg episodic return=9.47
timesteps=293928 - 294792, avg episodic return=10.00
timesteps=295112 - 295848, avg episodic return=10.00
timesteps=294984 - 295880, avg episodic return=9.41
timesteps=294920 - 295880, avg episodic return=10.45
timesteps=296296 - 296296, avg episodic return=0.00
timesteps=296008 - 296776, avg episodic return=11.43
timesteps=295944 - 296840, avg episodic return=9.44
timesteps=295976 - 296872, avg episodic return=10.00
timesteps=296968 - 296968, avg episodic return=10.00
timesteps=296968 - 297768, avg episodic return=9.33
timesteps=296968 - 297928, avg episodic return=10.80
timesteps=296968 - 297960, avg episodic return=9.55
timesteps=298024 - 298984, avg episodic return=9.33
timesteps=298184 - 298984, avg episodic return=10.00
timesteps=298056 - 298984, avg episodic return=10.00
timesteps=299464 - 299464, avg episodic return=-70.00
timesteps=299208 - 300008, avg episodic return=8.67
timesteps=299080 - 299880, avg episodic return=10.43
timesteps=299016 - 300008, avg episodic return=10.00
timesteps=300424 - 301032, avg episodic return=8.75
timesteps=300040 - 301032, avg episodic return=10.50
timesteps=300872 - 300872, avg episodic return=0.00
timesteps=300136 - 300968, avg episodic return=10.00
timesteps=301992 - 301992, avg episodic return=10.00
timesteps=301096 - 302056, avg episodic return=10.67
timesteps=301096 - 302056, avg episodic return=10.83
timesteps=301608 - 301608, avg episodic return=-10.00
timesteps=301064 - 302056, avg episodic return=9.41
timesteps=302888 - 302888, avg episodic return=0.00
timesteps=302120 - 303080, avg episodic return=10.00
timesteps=302120 - 303080, avg episodic return=10.00
timesteps=302088 - 303048, avg episodic return=10.00
timesteps=303112 - 304104, avg episodic return=10.00
timesteps=303112 - 304040, avg episodic return=10.67
timesteps=303112 - 304104, avg episodic return=9.67
timesteps=304328 - 305000, avg episodic return=10.00
timesteps=304168 - 305096, avg episodic return=9.33
timesteps=304168 - 305064, avg episodic return=10.00
timesteps=305256 - 305256, avg episodic return=10.00
timesteps=305192 - 306152, avg episodic return=9.17
timesteps=305160 - 306152, avg episodic return=9.23
timesteps=305160 - 306120, avg episodic return=10.00
timesteps=306632 - 306792, avg episodic return=5.00
timesteps=306216 - 307016, avg episodic return=10.00
timesteps=306184 - 307144, avg episodic return=10.00
timesteps=306184 - 307176, avg episodic return=10.00
timesteps=308072 - 308072, avg episodic return=10.00
timesteps=307240 - 308168, avg episodic return=10.00
timesteps=307304 - 308168, avg episodic return=10.00
timesteps=308136 - 308136, avg episodic return=10.00
timesteps=307208 - 308200, avg episodic return=10.00
timesteps=308968 - 308968, avg episodic return=-60.00
timesteps=308232 - 309224, avg episodic return=10.00
timesteps=308296 - 309224, avg episodic return=10.59
timesteps=308296 - 309224, avg episodic return=10.00
timesteps=309256 - 310088, avg episodic return=9.00
timesteps=309384 - 310088, avg episodic return=10.00
timesteps=309320 - 310248, avg episodic return=10.00
timesteps=310952 - 310952, avg episodic return=10.00
timesteps=310408 - 311240, avg episodic return=10.00
timesteps=310376 - 311272, avg episodic return=10.00
timesteps=310280 - 311240, avg episodic return=10.00
timesteps=311304 - 312168, avg episodic return=10.00
timesteps=311336 - 312296, avg episodic return=9.00
timesteps=311304 - 312296, avg episodic return=10.00
timesteps=313128 - 313128, avg episodic return=10.00
timesteps=312520 - 313288, avg episodic return=9.09
timesteps=312328 - 313256, avg episodic return=8.89
timesteps=312328 - 313160, avg episodic return=9.67
timesteps=313416 - 313992, avg episodic return=10.00
timesteps=313352 - 314248, avg episodic return=10.00
timesteps=313352 - 314280, avg episodic return=9.41
timesteps=313352 - 314344, avg episodic return=9.41
timesteps=314376 - 314696, avg episodic return=10.00
timesteps=314376 - 315368, avg episodic return=9.29
timesteps=314440 - 315368, avg episodic return=9.38
timesteps=314952 - 315208, avg episodic return=10.00
timesteps=314376 - 315304, avg episodic return=10.00
timesteps=315464 - 316328, avg episodic return=10.00
timesteps=315400 - 316392, avg episodic return=10.00
timesteps=315432 - 316392, avg episodic return=10.00
timesteps=316520 - 317288, avg episodic return=10.59
timesteps=316456 - 317416, avg episodic return=10.00
timesteps=317192 - 317192, avg episodic return=10.00
timesteps=316424 - 317320, avg episodic return=9.47
timesteps=317960 - 317960, avg episodic return=0.00
timesteps=317544 - 318440, avg episodic return=10.00
timesteps=317480 - 318344, avg episodic return=10.00
timesteps=318120 - 318120, avg episodic return=-30.00
timesteps=317448 - 318440, avg episodic return=9.70
timesteps=318472 - 319240, avg episodic return=10.00
timesteps=318472 - 319368, avg episodic return=10.00
timesteps=318632 - 319432, avg episodic return=10.71
timesteps=320040 - 320040, avg episodic return=10.00
timesteps=319528 - 320456, avg episodic return=9.09
timesteps=319528 - 320488, avg episodic return=10.00
timesteps=319592 - 320456, avg episodic return=9.00
timesteps=320584 - 321352, avg episodic return=11.00
timesteps=320520 - 321512, avg episodic return=10.00
timesteps=320616 - 321480, avg episodic return=10.00
timesteps=321576 - 322504, avg episodic return=10.00
timesteps=321576 - 322536, avg episodic return=10.00
timesteps=321640 - 322536, avg episodic return=10.45
timesteps=322760 - 323400, avg episodic return=10.00
timesteps=322600 - 323528, avg episodic return=10.00
timesteps=322568 - 323560, avg episodic return=9.35
timesteps=323976 - 323976, avg episodic return=0.00
timesteps=323688 - 324584, avg episodic return=10.00
timesteps=323592 - 324488, avg episodic return=10.83
timesteps=323784 - 323784, avg episodic return=10.00
timesteps=323656 - 324584, avg episodic return=10.00
timesteps=325256 - 325256, avg episodic return=10.00
timesteps=324648 - 325608, avg episodic return=10.00
timesteps=324616 - 325512, avg episodic return=10.00
timesteps=324840 - 324840, avg episodic return=20.00
timesteps=324616 - 325576, avg episodic return=10.00
timesteps=326216 - 326568, avg episodic return=0.00
timesteps=325736 - 326600, avg episodic return=10.00
timesteps=325736 - 326632, avg episodic return=10.00
timesteps=325672 - 326632, avg episodic return=9.69
timesteps=327336 - 327336, avg episodic return=10.00
timesteps=326696 - 327656, avg episodic return=9.29
timesteps=326856 - 327656, avg episodic return=10.67
timesteps=327112 - 327112, avg episodic return=20.00
timesteps=326696 - 327656, avg episodic return=10.00
timesteps=328648 - 328648, avg episodic return=-10.00
timesteps=327720 - 328584, avg episodic return=10.00
timesteps=327752 - 328680, avg episodic return=10.00
timesteps=327688 - 328648, avg episodic return=10.00
timesteps=328808 - 329672, avg episodic return=10.91
timesteps=328808 - 329640, avg episodic return=10.00
timesteps=329000 - 329384, avg episodic return=5.00
