## SLURM PROLOG ###############################################################
##    Job ID : 8517534
##  Job Name : runs_rocksample_15_15_transformer
##  Nodelist : gpu2107
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 07:30:11 PM EST 2025
###############################################################################
obs (65,)
timesteps=8892432 - 8894352, avg episodic return=10.00
timesteps=8892560 - 8894224, avg episodic return=11.25
timesteps=8892432 - 8894352, avg episodic return=10.00
timesteps=8892432 - 8894352, avg episodic return=10.00
timesteps=8894608 - 8896016, avg episodic return=10.00
timesteps=8894480 - 8896400, avg episodic return=10.00
timesteps=8894480 - 8896016, avg episodic return=10.00
timesteps=8894480 - 8896400, avg episodic return=10.00
timesteps=8894480 - 8896400, avg episodic return=10.00
timesteps=8896656 - 8898320, avg episodic return=9.29
timesteps=8896528 - 8898320, avg episodic return=10.00
timesteps=8896784 - 8898448, avg episodic return=11.43
timesteps=8896528 - 8898320, avg episodic return=10.00
timesteps=8896528 - 8898192, avg episodic return=10.00
timesteps=8898704 - 8900496, avg episodic return=10.00
timesteps=8898576 - 8900496, avg episodic return=10.00
timesteps=8898576 - 8900368, avg episodic return=8.46
timesteps=8898576 - 8900496, avg episodic return=10.00
timesteps=8898576 - 8900496, avg episodic return=10.00
timesteps=8900624 - 8902416, avg episodic return=10.00
timesteps=8900624 - 8902544, avg episodic return=10.00
timesteps=8900624 - 8902416, avg episodic return=10.91
timesteps=8900624 - 8902544, avg episodic return=10.00
timesteps=8900624 - 8902416, avg episodic return=10.00
timesteps=8902672 - 8904464, avg episodic return=10.00
timesteps=8902672 - 8904592, avg episodic return=10.00
timesteps=8902672 - 8904592, avg episodic return=9.29
timesteps=8902672 - 8904592, avg episodic return=10.00
timesteps=8902672 - 8904592, avg episodic return=10.00
timesteps=8904848 - 8906640, avg episodic return=10.00
timesteps=8904720 - 8906640, avg episodic return=10.00
timesteps=8904720 - 8905872, avg episodic return=10.00
timesteps=8904848 - 8906640, avg episodic return=10.00
timesteps=8904720 - 8906640, avg episodic return=10.00
timesteps=8906768 - 8908688, avg episodic return=10.42
timesteps=8906768 - 8908688, avg episodic return=10.00
timesteps=8906768 - 8908688, avg episodic return=10.00
timesteps=8906768 - 8908688, avg episodic return=10.00
timesteps=8906768 - 8908688, avg episodic return=10.00
timesteps=8908816 - 8910736, avg episodic return=11.11
timesteps=8908816 - 8910736, avg episodic return=10.00
timesteps=8909072 - 8910608, avg episodic return=8.75
timesteps=8908816 - 8910736, avg episodic return=10.00
timesteps=8908816 - 8910736, avg episodic return=10.00
timesteps=8910992 - 8912656, avg episodic return=10.00
timesteps=8910864 - 8912784, avg episodic return=10.00
timesteps=8910992 - 8912784, avg episodic return=9.23
timesteps=8910864 - 8912784, avg episodic return=10.00
timesteps=8910864 - 8912784, avg episodic return=10.00
timesteps=8912912 - 8914832, avg episodic return=10.00
timesteps=8912912 - 8914704, avg episodic return=10.00
timesteps=8913040 - 8914832, avg episodic return=7.14
timesteps=8912912 - 8914832, avg episodic return=10.00
timesteps=8912912 - 8914832, avg episodic return=10.00
timesteps=8914960 - 8916624, avg episodic return=10.00
timesteps=8914960 - 8916880, avg episodic return=10.00
timesteps=8914960 - 8916880, avg episodic return=9.38
timesteps=8914960 - 8916880, avg episodic return=10.00
timesteps=8914960 - 8916880, avg episodic return=10.00
timesteps=8917008 - 8918928, avg episodic return=10.00
timesteps=8917136 - 8918928, avg episodic return=10.00
timesteps=8917264 - 8918672, avg episodic return=11.54
timesteps=8917008 - 8918928, avg episodic return=10.00
timesteps=8917264 - 8918928, avg episodic return=10.00
timesteps=8919184 - 8920976, avg episodic return=10.00
timesteps=8919056 - 8920976, avg episodic return=10.00
timesteps=8919184 - 8920720, avg episodic return=10.00
timesteps=8919056 - 8920848, avg episodic return=10.00
timesteps=8919056 - 8920976, avg episodic return=10.00
timesteps=8921232 - 8923024, avg episodic return=10.00
timesteps=8921104 - 8923024, avg episodic return=10.00
timesteps=8921104 - 8923024, avg episodic return=10.00
timesteps=8921104 - 8923024, avg episodic return=10.00
timesteps=8921104 - 8923024, avg episodic return=10.00
timesteps=8923152 - 8924944, avg episodic return=10.00
timesteps=8923152 - 8925072, avg episodic return=10.00
timesteps=8923408 - 8925072, avg episodic return=10.00
timesteps=8923152 - 8925072, avg episodic return=10.00
timesteps=8923152 - 8925072, avg episodic return=10.00
timesteps=8925200 - 8927120, avg episodic return=10.00
timesteps=8925200 - 8927120, avg episodic return=10.00
timesteps=8925456 - 8927120, avg episodic return=9.17
timesteps=8925200 - 8926992, avg episodic return=10.00
timesteps=8925200 - 8927120, avg episodic return=10.00
timesteps=8927248 - 8929168, avg episodic return=10.00
timesteps=8927248 - 8929168, avg episodic return=10.00
timesteps=8927504 - 8929168, avg episodic return=10.00
timesteps=8927248 - 8929168, avg episodic return=10.00
timesteps=8927248 - 8929168, avg episodic return=10.00
timesteps=8929296 - 8931088, avg episodic return=10.00
timesteps=8929296 - 8931216, avg episodic return=10.00
timesteps=8929296 - 8931088, avg episodic return=10.53
timesteps=8929296 - 8931216, avg episodic return=10.00
timesteps=8929296 - 8931216, avg episodic return=10.00
timesteps=8931344 - 8933264, avg episodic return=9.17
timesteps=8931344 - 8933264, avg episodic return=10.00
timesteps=8931984 - 8933264, avg episodic return=10.00
timesteps=8931344 - 8933264, avg episodic return=10.00
timesteps=8931344 - 8933136, avg episodic return=10.00
timesteps=8933392 - 8935312, avg episodic return=10.00
timesteps=8933392 - 8935312, avg episodic return=10.00
timesteps=8933520 - 8935056, avg episodic return=10.00
timesteps=8933392 - 8935312, avg episodic return=10.00
timesteps=8933392 - 8935312, avg episodic return=10.00
timesteps=8935440 - 8937360, avg episodic return=10.53
timesteps=8935440 - 8937360, avg episodic return=10.00
timesteps=8935440 - 8937360, avg episodic return=10.00
timesteps=8935440 - 8937360, avg episodic return=10.00
timesteps=8935440 - 8937360, avg episodic return=10.00
timesteps=8937488 - 8939408, avg episodic return=10.00
timesteps=8937488 - 8939408, avg episodic return=10.00
timesteps=8937872 - 8939408, avg episodic return=9.38
timesteps=8937488 - 8939408, avg episodic return=10.00
timesteps=8937488 - 8939408, avg episodic return=10.00
timesteps=8939664 - 8941328, avg episodic return=10.00
timesteps=8939536 - 8941456, avg episodic return=10.00
timesteps=8939536 - 8941456, avg episodic return=9.17
timesteps=8939536 - 8941456, avg episodic return=10.00
timesteps=8939536 - 8941456, avg episodic return=10.00
timesteps=8941584 - 8943504, avg episodic return=9.44
timesteps=8941584 - 8943504, avg episodic return=10.00
timesteps=8941584 - 8943248, avg episodic return=10.00
timesteps=8941584 - 8943504, avg episodic return=10.00
timesteps=8941584 - 8943504, avg episodic return=10.00
timesteps=8943888 - 8945552, avg episodic return=10.00
timesteps=8943632 - 8945552, avg episodic return=10.00
timesteps=8943632 - 8945168, avg episodic return=10.00
timesteps=8943632 - 8945552, avg episodic return=10.00
timesteps=8943632 - 8945552, avg episodic return=10.00
timesteps=8945680 - 8947472, avg episodic return=10.00
timesteps=8945680 - 8947600, avg episodic return=10.00
timesteps=8945808 - 8947472, avg episodic return=10.62
timesteps=8945680 - 8947600, avg episodic return=10.00
timesteps=8945680 - 8947600, avg episodic return=10.00
timesteps=8947728 - 8949648, avg episodic return=10.00
timesteps=8947728 - 8949648, avg episodic return=10.00
timesteps=8947856 - 8949648, avg episodic return=11.67
timesteps=8947728 - 8949648, avg episodic return=10.00
timesteps=8947728 - 8949648, avg episodic return=10.00
timesteps=8949776 - 8951696, avg episodic return=10.00
timesteps=8949776 - 8951696, avg episodic return=10.00
timesteps=8949904 - 8951696, avg episodic return=10.67
timesteps=8949776 - 8951696, avg episodic return=10.00
timesteps=8949776 - 8951696, avg episodic return=10.00
timesteps=8951824 - 8953488, avg episodic return=10.00
timesteps=8951824 - 8953744, avg episodic return=10.00
timesteps=8951824 - 8953616, avg episodic return=10.00
timesteps=8951824 - 8953744, avg episodic return=10.00
timesteps=8951824 - 8953744, avg episodic return=10.00
timesteps=8953872 - 8955280, avg episodic return=10.00
timesteps=8953872 - 8955792, avg episodic return=10.00
timesteps=8953872 - 8955536, avg episodic return=10.77
timesteps=8953872 - 8955792, avg episodic return=10.00
timesteps=8953872 - 8955792, avg episodic return=10.00
timesteps=8955920 - 8957584, avg episodic return=10.00
timesteps=8955920 - 8957840, avg episodic return=10.00
timesteps=8955920 - 8957712, avg episodic return=10.00
timesteps=8955920 - 8957840, avg episodic return=10.00
timesteps=8955920 - 8957840, avg episodic return=10.00
timesteps=8958096 - 8959760, avg episodic return=10.00
timesteps=8957968 - 8959888, avg episodic return=10.00
timesteps=8957968 - 8959888, avg episodic return=9.41
timesteps=8957968 - 8959888, avg episodic return=10.00
timesteps=8957968 - 8959760, avg episodic return=10.00
timesteps=8960400 - 8961552, avg episodic return=11.25
timesteps=8960016 - 8961936, avg episodic return=10.00
timesteps=8960144 - 8961680, avg episodic return=10.83
timesteps=8960016 - 8961936, avg episodic return=10.00
timesteps=8960016 - 8961936, avg episodic return=10.00
timesteps=8962064 - 8963984, avg episodic return=9.57
timesteps=8962064 - 8963984, avg episodic return=10.00
timesteps=8962064 - 8963856, avg episodic return=9.09
timesteps=8962064 - 8963984, avg episodic return=10.00
timesteps=8962064 - 8963856, avg episodic return=10.00
timesteps=8964112 - 8966032, avg episodic return=10.00
timesteps=8964112 - 8966032, avg episodic return=10.00
timesteps=8964240 - 8965904, avg episodic return=9.29
timesteps=8964112 - 8966032, avg episodic return=10.00
timesteps=8964112 - 8966032, avg episodic return=10.00
timesteps=8966288 - 8968080, avg episodic return=10.00
timesteps=8966160 - 8968080, avg episodic return=10.00
timesteps=8966288 - 8967952, avg episodic return=9.17
timesteps=8966160 - 8968080, avg episodic return=10.00
timesteps=8966160 - 8968080, avg episodic return=10.00
timesteps=8968208 - 8969872, avg episodic return=10.00
timesteps=8968208 - 8970128, avg episodic return=10.00
timesteps=8968336 - 8970128, avg episodic return=10.00
timesteps=8968208 - 8970128, avg episodic return=10.00
timesteps=8968208 - 8970128, avg episodic return=10.00
timesteps=8970256 - 8972048, avg episodic return=10.00
timesteps=8970256 - 8972176, avg episodic return=10.00
timesteps=8970384 - 8972176, avg episodic return=10.00
timesteps=8970256 - 8972176, avg episodic return=10.00
timesteps=8970256 - 8972176, avg episodic return=10.00
timesteps=8972304 - 8974096, avg episodic return=10.00
timesteps=8972304 - 8974224, avg episodic return=10.00
timesteps=8972432 - 8974224, avg episodic return=10.00
timesteps=8972304 - 8974224, avg episodic return=10.00
timesteps=8972304 - 8974224, avg episodic return=10.00
timesteps=8974352 - 8976272, avg episodic return=10.00
timesteps=8974352 - 8976272, avg episodic return=10.00
timesteps=8974480 - 8976144, avg episodic return=10.00
timesteps=8974608 - 8976144, avg episodic return=10.00
timesteps=8974352 - 8976272, avg episodic return=10.00
timesteps=8976400 - 8978064, avg episodic return=10.00
timesteps=8976400 - 8978320, avg episodic return=10.00
timesteps=8976400 - 8978320, avg episodic return=10.67
timesteps=8976400 - 8978320, avg episodic return=10.00
timesteps=8976400 - 8978320, avg episodic return=10.00
timesteps=8978576 - 8979984, avg episodic return=10.00
timesteps=8978448 - 8980368, avg episodic return=10.00
timesteps=8978576 - 8980112, avg episodic return=10.00
timesteps=8978448 - 8980368, avg episodic return=10.00
timesteps=8978448 - 8980368, avg episodic return=10.00
timesteps=8980496 - 8982416, avg episodic return=10.00
timesteps=8980496 - 8982416, avg episodic return=10.00
timesteps=8980496 - 8982288, avg episodic return=10.91
timesteps=8980496 - 8982416, avg episodic return=10.00
timesteps=8980496 - 8982416, avg episodic return=10.00
timesteps=8982544 - 8984464, avg episodic return=10.00
timesteps=8982544 - 8984464, avg episodic return=10.00
timesteps=8983056 - 8984336, avg episodic return=10.00
timesteps=8982544 - 8984464, avg episodic return=10.00
timesteps=8982544 - 8984464, avg episodic return=10.00
timesteps=8984592 - 8986512, avg episodic return=10.00
timesteps=8984592 - 8986512, avg episodic return=10.00
timesteps=8984592 - 8986512, avg episodic return=10.00
timesteps=8984592 - 8986512, avg episodic return=10.00
timesteps=8984592 - 8986512, avg episodic return=10.00
timesteps=8986640 - 8988560, avg episodic return=9.38
timesteps=8986640 - 8988560, avg episodic return=10.00
timesteps=8986640 - 8988560, avg episodic return=10.00
timesteps=8986768 - 8988560, avg episodic return=10.00
timesteps=8986640 - 8988560, avg episodic return=10.00
timesteps=8988688 - 8990608, avg episodic return=10.53
timesteps=8988688 - 8990608, avg episodic return=10.00
timesteps=8988688 - 8990608, avg episodic return=10.00
timesteps=8988816 - 8990608, avg episodic return=10.00
timesteps=8988688 - 8990608, avg episodic return=10.00
timesteps=8990992 - 8992528, avg episodic return=10.00
timesteps=8990736 - 8992656, avg episodic return=10.00
timesteps=8990992 - 8992528, avg episodic return=10.67
timesteps=8990736 - 8992656, avg episodic return=10.00
timesteps=8990736 - 8992656, avg episodic return=10.00
timesteps=8992912 - 8994704, avg episodic return=10.00
timesteps=8992784 - 8994704, avg episodic return=10.00
timesteps=8993040 - 8994704, avg episodic return=7.50
timesteps=8992912 - 8994704, avg episodic return=10.00
timesteps=8992784 - 8994704, avg episodic return=10.00
timesteps=8994832 - 8996752, avg episodic return=10.00
timesteps=8994832 - 8996752, avg episodic return=10.00
timesteps=8994960 - 8996496, avg episodic return=11.25
timesteps=8994832 - 8996752, avg episodic return=10.00
timesteps=8994960 - 8996752, avg episodic return=10.00
timesteps=8997008 - 8998416, avg episodic return=10.00
timesteps=8996880 - 8998800, avg episodic return=10.00
timesteps=8997648 - 8998544, avg episodic return=10.00
timesteps=8996880 - 8998800, avg episodic return=10.00
timesteps=8996880 - 8998800, avg episodic return=10.00
timesteps=8998928 - 9000848, avg episodic return=10.00
timesteps=8998928 - 9000848, avg episodic return=10.00
timesteps=8998928 - 9000848, avg episodic return=10.83
timesteps=8998928 - 9000848, avg episodic return=10.00
timesteps=8998928 - 9000720, avg episodic return=10.00
timesteps=9000976 - 9002768, avg episodic return=10.50
timesteps=9000976 - 9002896, avg episodic return=10.00
timesteps=9001616 - 9002896, avg episodic return=10.00
timesteps=9000976 - 9002896, avg episodic return=10.00
timesteps=9000976 - 9002896, avg episodic return=10.00
timesteps=9003152 - 9004816, avg episodic return=10.53
timesteps=9003024 - 9004944, avg episodic return=10.00
timesteps=9003280 - 9004816, avg episodic return=10.00
timesteps=9003152 - 9004944, avg episodic return=10.00
timesteps=9003024 - 9004944, avg episodic return=10.00
timesteps=9005200 - 9006992, avg episodic return=10.00
timesteps=9005072 - 9006992, avg episodic return=10.00
timesteps=9005072 - 9006992, avg episodic return=10.00
timesteps=9005072 - 9006992, avg episodic return=10.00
timesteps=9005072 - 9006864, avg episodic return=10.00
timesteps=9007376 - 9008912, avg episodic return=10.56
timesteps=9007120 - 9009040, avg episodic return=10.00
timesteps=9007120 - 9008912, avg episodic return=11.00
timesteps=9007120 - 9009040, avg episodic return=10.00
timesteps=9007120 - 9009040, avg episodic return=10.00
timesteps=9009168 - 9011088, avg episodic return=10.00
timesteps=9009168 - 9011088, avg episodic return=10.00
timesteps=9009168 - 9011088, avg episodic return=10.83
timesteps=9009168 - 9011088, avg episodic return=10.00
timesteps=9009168 - 9011088, avg episodic return=10.00
timesteps=9011344 - 9013136, avg episodic return=10.00
timesteps=9011216 - 9013136, avg episodic return=10.00
timesteps=9011216 - 9013136, avg episodic return=10.00
timesteps=9011216 - 9013136, avg episodic return=10.00
timesteps=9011216 - 9013136, avg episodic return=10.00
timesteps=9013264 - 9015056, avg episodic return=9.33
timesteps=9013264 - 9015056, avg episodic return=10.00
timesteps=9013520 - 9015184, avg episodic return=9.23
timesteps=9013264 - 9015184, avg episodic return=10.00
timesteps=9013392 - 9015056, avg episodic return=10.00
timesteps=9015312 - 9017104, avg episodic return=10.00
timesteps=9015312 - 9017232, avg episodic return=10.00
timesteps=9015312 - 9017232, avg episodic return=8.89
timesteps=9015312 - 9017232, avg episodic return=10.00
timesteps=9015312 - 9017232, avg episodic return=10.00
timesteps=9017488 - 9019280, avg episodic return=10.00
timesteps=9017360 - 9019280, avg episodic return=10.00
timesteps=9017616 - 9019152, avg episodic return=10.00
timesteps=9017360 - 9019280, avg episodic return=10.00
timesteps=9017360 - 9019280, avg episodic return=10.00
timesteps=9019408 - 9021328, avg episodic return=10.00
timesteps=9019408 - 9021328, avg episodic return=10.00
timesteps=9019536 - 9021328, avg episodic return=8.75
timesteps=9019408 - 9021328, avg episodic return=10.00
timesteps=9019408 - 9021328, avg episodic return=10.00
timesteps=9021456 - 9023376, avg episodic return=9.17
timesteps=9021456 - 9023376, avg episodic return=10.00
timesteps=9021584 - 9023248, avg episodic return=10.67
timesteps=9021456 - 9023376, avg episodic return=10.00
timesteps=9021456 - 9023376, avg episodic return=10.00
timesteps=9023504 - 9025296, avg episodic return=10.00
timesteps=9023504 - 9025424, avg episodic return=10.00
timesteps=9023888 - 9025424, avg episodic return=10.00
timesteps=9023632 - 9025424, avg episodic return=10.00
timesteps=9023504 - 9025424, avg episodic return=10.00
timesteps=9025552 - 9027472, avg episodic return=10.00
timesteps=9025552 - 9027472, avg episodic return=10.00
timesteps=9025552 - 9027472, avg episodic return=10.00
timesteps=9025552 - 9027472, avg episodic return=10.00
timesteps=9025552 - 9027344, avg episodic return=10.00
timesteps=9027600 - 9029520, avg episodic return=9.44
timesteps=9027600 - 9029520, avg episodic return=10.00
timesteps=9027728 - 9029520, avg episodic return=10.00
timesteps=9027600 - 9029520, avg episodic return=10.00
timesteps=9027600 - 9029392, avg episodic return=10.00
timesteps=9029776 - 9031568, avg episodic return=10.00
timesteps=9029648 - 9031568, avg episodic return=10.00
timesteps=9029648 - 9031568, avg episodic return=10.00
timesteps=9029648 - 9031568, avg episodic return=10.00
timesteps=9029648 - 9031568, avg episodic return=10.00
timesteps=9031696 - 9033616, avg episodic return=10.00
timesteps=9031696 - 9033488, avg episodic return=10.00
timesteps=9031696 - 9033616, avg episodic return=10.00
timesteps=9031696 - 9033616, avg episodic return=10.00
timesteps=9031696 - 9033616, avg episodic return=10.00
timesteps=9033744 - 9035408, avg episodic return=9.23
timesteps=9033744 - 9035664, avg episodic return=10.00
timesteps=9033872 - 9035536, avg episodic return=10.00
timesteps=9033872 - 9035664, avg episodic return=10.00
timesteps=9033872 - 9035664, avg episodic return=10.00
timesteps=9035792 - 9037200, avg episodic return=10.00
timesteps=9035792 - 9037712, avg episodic return=10.00
timesteps=9035920 - 9037712, avg episodic return=9.29
timesteps=9035792 - 9037584, avg episodic return=10.00
timesteps=9035792 - 9037584, avg episodic return=10.00
timesteps=9038096 - 9039632, avg episodic return=10.00
timesteps=9038096 - 9039760, avg episodic return=10.00
timesteps=9037840 - 9039632, avg episodic return=10.00
timesteps=9037840 - 9039760, avg episodic return=10.00
timesteps=9037840 - 9039760, avg episodic return=10.00
timesteps=9039888 - 9041808, avg episodic return=10.00
timesteps=9039888 - 9041808, avg episodic return=10.00
timesteps=9039888 - 9041808, avg episodic return=11.43
timesteps=9039888 - 9041680, avg episodic return=10.00
timesteps=9039888 - 9041808, avg episodic return=10.00
timesteps=9042320 - 9043472, avg episodic return=11.25
timesteps=9041936 - 9043856, avg episodic return=10.00
timesteps=9042064 - 9043728, avg episodic return=10.00
timesteps=9041936 - 9043856, avg episodic return=10.00
timesteps=9041936 - 9043856, avg episodic return=10.00
timesteps=9043984 - 9045904, avg episodic return=10.00
timesteps=9043984 - 9045904, avg episodic return=10.00
timesteps=9044112 - 9045904, avg episodic return=10.00
timesteps=9043984 - 9045904, avg episodic return=10.00
timesteps=9043984 - 9045776, avg episodic return=10.00
timesteps=9046032 - 9047824, avg episodic return=10.56
timesteps=9046032 - 9047952, avg episodic return=10.00
timesteps=9046032 - 9047952, avg episodic return=10.00
timesteps=9046032 - 9047952, avg episodic return=10.00
timesteps=9046032 - 9047952, avg episodic return=10.00
timesteps=9048336 - 9050000, avg episodic return=10.00
timesteps=9048080 - 9050000, avg episodic return=10.00
timesteps=9048208 - 9049872, avg episodic return=10.00
timesteps=9048080 - 9050000, avg episodic return=10.00
timesteps=9048080 - 9050000, avg episodic return=10.00
timesteps=9050128 - 9052048, avg episodic return=10.00
timesteps=9050128 - 9052048, avg episodic return=10.00
timesteps=9051152 - 9051920, avg episodic return=10.00
timesteps=9050128 - 9052048, avg episodic return=10.00
timesteps=9050128 - 9052048, avg episodic return=10.00
timesteps=9052176 - 9053968, avg episodic return=10.00
timesteps=9052176 - 9054096, avg episodic return=10.00
timesteps=9052560 - 9054096, avg episodic return=10.00
timesteps=9052176 - 9054096, avg episodic return=10.00
timesteps=9052176 - 9054096, avg episodic return=10.00
timesteps=9054224 - 9056144, avg episodic return=10.00
timesteps=9054224 - 9056144, avg episodic return=10.00
timesteps=9054224 - 9056144, avg episodic return=9.09
timesteps=9054224 - 9056144, avg episodic return=10.00
timesteps=9054224 - 9056144, avg episodic return=10.00
timesteps=9056272 - 9058064, avg episodic return=10.00
timesteps=9056400 - 9058192, avg episodic return=10.00
timesteps=9056272 - 9058064, avg episodic return=10.00
timesteps=9056272 - 9058064, avg episodic return=10.00
timesteps=9056272 - 9058192, avg episodic return=10.00
timesteps=9058320 - 9060112, avg episodic return=10.00
timesteps=9058320 - 9060240, avg episodic return=10.00
timesteps=9058320 - 9060240, avg episodic return=10.00
timesteps=9058320 - 9060240, avg episodic return=10.00
timesteps=9058576 - 9060240, avg episodic return=10.00
timesteps=9060368 - 9062288, avg episodic return=10.00
timesteps=9060368 - 9062288, avg episodic return=10.00
timesteps=9060368 - 9062032, avg episodic return=10.00
timesteps=9060368 - 9062288, avg episodic return=10.00
timesteps=9060368 - 9062288, avg episodic return=10.00
timesteps=9062544 - 9064336, avg episodic return=10.00
timesteps=9062416 - 9064336, avg episodic return=10.00
timesteps=9062416 - 9064336, avg episodic return=10.00
timesteps=9062416 - 9064336, avg episodic return=10.00
timesteps=9062416 - 9064336, avg episodic return=10.00
timesteps=9064464 - 9066384, avg episodic return=10.00
timesteps=9064464 - 9066384, avg episodic return=10.00
timesteps=9064464 - 9066384, avg episodic return=10.00
timesteps=9064464 - 9066384, avg episodic return=10.00
timesteps=9064464 - 9066256, avg episodic return=10.00
timesteps=9066512 - 9068432, avg episodic return=10.00
timesteps=9066512 - 9068432, avg episodic return=10.00
timesteps=9066640 - 9068304, avg episodic return=10.83
timesteps=9066512 - 9068432, avg episodic return=10.00
timesteps=9066768 - 9068304, avg episodic return=10.00
timesteps=9068560 - 9070480, avg episodic return=10.00
timesteps=9068560 - 9070480, avg episodic return=10.00
timesteps=9068944 - 9070352, avg episodic return=11.11
timesteps=9068560 - 9070224, avg episodic return=10.00
timesteps=9068560 - 9070480, avg episodic return=10.00
timesteps=9070736 - 9072400, avg episodic return=10.00
timesteps=9070608 - 9072528, avg episodic return=10.00
timesteps=9070864 - 9072528, avg episodic return=10.00
timesteps=9070608 - 9072528, avg episodic return=10.00
timesteps=9070608 - 9072528, avg episodic return=10.00
timesteps=9072784 - 9074576, avg episodic return=10.43
timesteps=9072656 - 9074576, avg episodic return=10.00
timesteps=9072656 - 9074576, avg episodic return=9.09
timesteps=9072656 - 9074576, avg episodic return=10.00
timesteps=9072656 - 9074448, avg episodic return=10.00
timesteps=9074832 - 9076368, avg episodic return=10.00
timesteps=9074704 - 9076624, avg episodic return=10.00
timesteps=9075216 - 9076624, avg episodic return=10.00
timesteps=9074704 - 9076624, avg episodic return=10.00
timesteps=9074704 - 9076624, avg episodic return=10.00
timesteps=9076752 - 9078416, avg episodic return=10.71
timesteps=9076752 - 9078672, avg episodic return=10.00
timesteps=9076752 - 9078672, avg episodic return=10.00
timesteps=9076752 - 9078672, avg episodic return=10.00
timesteps=9076752 - 9078672, avg episodic return=10.00
timesteps=9078800 - 9080720, avg episodic return=10.00
timesteps=9078800 - 9080720, avg episodic return=10.00
timesteps=9078928 - 9080720, avg episodic return=9.29
timesteps=9078800 - 9080592, avg episodic return=10.00
timesteps=9078800 - 9080720, avg episodic return=10.00
timesteps=9080848 - 9082768, avg episodic return=10.00
timesteps=9080848 - 9082768, avg episodic return=10.00
timesteps=9080848 - 9082640, avg episodic return=11.43
timesteps=9080848 - 9082768, avg episodic return=10.00
timesteps=9080848 - 9082768, avg episodic return=10.00
timesteps=9083024 - 9084816, avg episodic return=10.62
timesteps=9083024 - 9084688, avg episodic return=10.00
timesteps=9082896 - 9084688, avg episodic return=10.00
timesteps=9082896 - 9084816, avg episodic return=10.00
timesteps=9082896 - 9084816, avg episodic return=10.00
timesteps=9085200 - 9086864, avg episodic return=10.00
timesteps=9085072 - 9086864, avg episodic return=10.00
timesteps=9084944 - 9086736, avg episodic return=10.00
timesteps=9084944 - 9086864, avg episodic return=10.00
timesteps=9084944 - 9086864, avg episodic return=10.00
timesteps=9087376 - 9088656, avg episodic return=10.67
timesteps=9086992 - 9088912, avg episodic return=10.00
timesteps=9087120 - 9088912, avg episodic return=9.33
timesteps=9086992 - 9088912, avg episodic return=10.00
timesteps=9086992 - 9088912, avg episodic return=10.00
timesteps=9089040 - 9090960, avg episodic return=10.00
timesteps=9089040 - 9090960, avg episodic return=10.00
timesteps=9089168 - 9090704, avg episodic return=10.00
timesteps=9089040 - 9090960, avg episodic return=10.00
timesteps=9089040 - 9090960, avg episodic return=10.00
timesteps=9091216 - 9093008, avg episodic return=10.00
timesteps=9091088 - 9093008, avg episodic return=10.00
timesteps=9091088 - 9092752, avg episodic return=10.00
timesteps=9091088 - 9093008, avg episodic return=10.00
timesteps=9091088 - 9093008, avg episodic return=10.00
timesteps=9093136 - 9094800, avg episodic return=9.09
timesteps=9093136 - 9095056, avg episodic return=10.00
timesteps=9093136 - 9094672, avg episodic return=10.00
timesteps=9093136 - 9095056, avg episodic return=10.00
timesteps=9093136 - 9095056, avg episodic return=10.00
timesteps=9095184 - 9097104, avg episodic return=9.50
timesteps=9095184 - 9097104, avg episodic return=10.00
timesteps=9095312 - 9097104, avg episodic return=10.00
timesteps=9095184 - 9097104, avg episodic return=10.00
timesteps=9095184 - 9097104, avg episodic return=10.00
timesteps=9097232 - 9099152, avg episodic return=10.00
timesteps=9097360 - 9099152, avg episodic return=10.00
timesteps=9097232 - 9099152, avg episodic return=10.00
timesteps=9097232 - 9099024, avg episodic return=10.00
timesteps=9097232 - 9099152, avg episodic return=10.00
timesteps=9099280 - 9100816, avg episodic return=10.00
timesteps=9099408 - 9101200, avg episodic return=10.00
timesteps=9099536 - 9101072, avg episodic return=10.00
timesteps=9099280 - 9101200, avg episodic return=10.00
timesteps=9099280 - 9101200, avg episodic return=10.00
timesteps=9101328 - 9103248, avg episodic return=10.00
timesteps=9101456 - 9103248, avg episodic return=10.00
timesteps=9101328 - 9102992, avg episodic return=10.77
timesteps=9101328 - 9103248, avg episodic return=10.00
timesteps=9101328 - 9103248, avg episodic return=10.00
timesteps=9103504 - 9105296, avg episodic return=10.00
timesteps=9103376 - 9105296, avg episodic return=10.00
timesteps=9103760 - 9105168, avg episodic return=10.83
timesteps=9103376 - 9105296, avg episodic return=10.00
timesteps=9103376 - 9105168, avg episodic return=10.00
timesteps=9105424 - 9107344, avg episodic return=10.00
timesteps=9105552 - 9107344, avg episodic return=10.00
timesteps=9105424 - 9106960, avg episodic return=10.00
timesteps=9105424 - 9107344, avg episodic return=10.00
timesteps=9105424 - 9107344, avg episodic return=10.00
timesteps=9107472 - 9109392, avg episodic return=10.00
timesteps=9107472 - 9109392, avg episodic return=10.00
timesteps=9107600 - 9109392, avg episodic return=9.00
timesteps=9107472 - 9109392, avg episodic return=10.00
timesteps=9107600 - 9109392, avg episodic return=10.00
timesteps=9109520 - 9111312, avg episodic return=10.00
timesteps=9109520 - 9111440, avg episodic return=10.00
timesteps=9109520 - 9111056, avg episodic return=10.00
