## SLURM PROLOG ###############################################################
##    Job ID : 8517585
##  Job Name : runs_rocksample_11_11_transformer
##  Nodelist : gpu2101
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 08:10:02 PM EST 2025
###############################################################################
obs (49,)
timesteps=4099080 - 4100072, avg episodic return=10.48
timesteps=4099144 - 4100072, avg episodic return=10.00
timesteps=4100104 - 4101064, avg episodic return=10.67
timesteps=4100104 - 4101096, avg episodic return=10.00
timesteps=4100168 - 4101096, avg episodic return=10.00
timesteps=4100168 - 4101096, avg episodic return=10.48
timesteps=4100168 - 4101096, avg episodic return=10.00
timesteps=4101128 - 4102088, avg episodic return=9.60
timesteps=4101128 - 4102088, avg episodic return=10.00
timesteps=4101128 - 4102120, avg episodic return=10.00
timesteps=4101160 - 4102056, avg episodic return=10.00
timesteps=4101128 - 4102120, avg episodic return=9.57
timesteps=4102152 - 4103144, avg episodic return=8.82
timesteps=4102152 - 4103016, avg episodic return=10.00
timesteps=4102152 - 4103112, avg episodic return=10.00
timesteps=4102152 - 4103112, avg episodic return=9.38
timesteps=4102152 - 4103144, avg episodic return=10.53
timesteps=4103240 - 4104168, avg episodic return=9.29
timesteps=4103208 - 4104136, avg episodic return=10.42
timesteps=4103176 - 4104168, avg episodic return=10.00
timesteps=4103240 - 4104168, avg episodic return=9.47
timesteps=4103176 - 4104072, avg episodic return=10.00
timesteps=4104200 - 4105128, avg episodic return=10.48
timesteps=4104200 - 4105160, avg episodic return=10.00
timesteps=4104200 - 4105160, avg episodic return=10.00
timesteps=4104200 - 4105096, avg episodic return=9.55
timesteps=4104328 - 4105192, avg episodic return=10.00
timesteps=4105288 - 4106216, avg episodic return=9.55
timesteps=4105256 - 4106184, avg episodic return=10.00
timesteps=4105288 - 4106184, avg episodic return=10.00
timesteps=4105224 - 4106184, avg episodic return=9.47
timesteps=4105224 - 4106184, avg episodic return=10.50
timesteps=4106280 - 4107240, avg episodic return=11.33
timesteps=4106248 - 4107208, avg episodic return=8.57
timesteps=4106248 - 4107240, avg episodic return=9.68
timesteps=4106280 - 4107240, avg episodic return=10.00
timesteps=4106376 - 4107240, avg episodic return=10.59
timesteps=4107304 - 4108232, avg episodic return=10.00
timesteps=4107368 - 4108136, avg episodic return=10.00
timesteps=4107368 - 4108264, avg episodic return=10.00
timesteps=4107304 - 4108264, avg episodic return=10.00
timesteps=4107304 - 4108264, avg episodic return=10.00
timesteps=4108392 - 4109192, avg episodic return=9.38
timesteps=4108296 - 4109288, avg episodic return=10.00
timesteps=4108296 - 4109288, avg episodic return=10.00
timesteps=4108296 - 4109288, avg episodic return=10.00
timesteps=4108328 - 4109288, avg episodic return=9.47
timesteps=4109416 - 4110312, avg episodic return=11.88
timesteps=4109352 - 4110312, avg episodic return=10.00
timesteps=4109384 - 4110312, avg episodic return=10.56
timesteps=4109320 - 4110312, avg episodic return=10.67
timesteps=4109320 - 4110280, avg episodic return=10.00
timesteps=4110376 - 4111304, avg episodic return=10.00
timesteps=4110344 - 4111304, avg episodic return=10.00
timesteps=4110408 - 4111336, avg episodic return=10.00
timesteps=4110344 - 4111272, avg episodic return=10.50
timesteps=4110344 - 4111336, avg episodic return=10.00
timesteps=4111400 - 4112296, avg episodic return=8.82
timesteps=4111368 - 4112360, avg episodic return=9.29
timesteps=4111368 - 4112328, avg episodic return=10.00
timesteps=4111368 - 4112232, avg episodic return=10.00
timesteps=4111368 - 4112328, avg episodic return=9.50
timesteps=4112424 - 4113384, avg episodic return=10.00
timesteps=4112488 - 4113320, avg episodic return=10.00
timesteps=4112424 - 4113384, avg episodic return=10.38
timesteps=4112392 - 4113256, avg episodic return=9.38
timesteps=4112392 - 4113384, avg episodic return=10.00
timesteps=4113416 - 4114312, avg episodic return=10.50
timesteps=4113512 - 4114376, avg episodic return=10.00
timesteps=4113416 - 4114408, avg episodic return=10.00
timesteps=4113416 - 4114408, avg episodic return=10.00
timesteps=4113512 - 4114408, avg episodic return=10.00
timesteps=4114440 - 4115432, avg episodic return=10.00
timesteps=4114472 - 4115400, avg episodic return=10.00
timesteps=4114472 - 4115368, avg episodic return=8.95
timesteps=4114504 - 4115432, avg episodic return=9.38
timesteps=4114440 - 4115368, avg episodic return=10.00
timesteps=4115592 - 4116424, avg episodic return=9.23
timesteps=4115464 - 4116424, avg episodic return=10.48
timesteps=4115592 - 4116424, avg episodic return=10.40
timesteps=4115464 - 4116360, avg episodic return=10.00
timesteps=4115560 - 4116456, avg episodic return=10.00
timesteps=4116520 - 4117480, avg episodic return=9.58
timesteps=4116488 - 4117480, avg episodic return=10.00
timesteps=4116488 - 4117480, avg episodic return=10.00
timesteps=4116616 - 4117352, avg episodic return=10.00
timesteps=4116488 - 4117384, avg episodic return=10.87
timesteps=4117512 - 4118504, avg episodic return=9.09
timesteps=4117576 - 4118440, avg episodic return=10.00
timesteps=4117512 - 4118504, avg episodic return=10.32
timesteps=4117512 - 4118472, avg episodic return=10.00
timesteps=4117544 - 4118344, avg episodic return=10.43
timesteps=4118536 - 4119528, avg episodic return=11.25
timesteps=4118568 - 4119528, avg episodic return=10.00
timesteps=4118568 - 4119464, avg episodic return=10.42
timesteps=4118536 - 4119528, avg episodic return=9.52
timesteps=4118568 - 4119496, avg episodic return=10.00
timesteps=4119592 - 4120552, avg episodic return=10.00
timesteps=4119624 - 4120552, avg episodic return=10.00
timesteps=4119720 - 4120456, avg episodic return=9.47
timesteps=4119688 - 4120552, avg episodic return=11.18
timesteps=4119592 - 4120552, avg episodic return=9.60
timesteps=4120584 - 4121544, avg episodic return=9.41
timesteps=4120584 - 4121480, avg episodic return=10.00
timesteps=4120616 - 4121512, avg episodic return=9.05
timesteps=4120584 - 4121512, avg episodic return=9.57
timesteps=4120584 - 4121544, avg episodic return=10.00
timesteps=4121640 - 4122536, avg episodic return=7.86
timesteps=4121704 - 4122568, avg episodic return=10.00
timesteps=4121608 - 4122472, avg episodic return=10.50
timesteps=4121768 - 4122600, avg episodic return=11.33
timesteps=4121640 - 4122568, avg episodic return=9.41
timesteps=4122632 - 4123592, avg episodic return=9.47
timesteps=4122632 - 4123624, avg episodic return=10.00
timesteps=4122632 - 4123624, avg episodic return=10.00
timesteps=4122664 - 4123624, avg episodic return=10.00
timesteps=4122664 - 4123624, avg episodic return=10.59
timesteps=4123688 - 4124488, avg episodic return=10.00
timesteps=4123656 - 4124648, avg episodic return=10.00
timesteps=4123688 - 4124584, avg episodic return=10.00
timesteps=4123688 - 4124616, avg episodic return=10.00
timesteps=4123752 - 4124552, avg episodic return=10.00
timesteps=4124744 - 4125672, avg episodic return=10.00
timesteps=4124712 - 4125608, avg episodic return=10.00
timesteps=4124680 - 4125640, avg episodic return=10.00
timesteps=4124712 - 4125672, avg episodic return=8.67
timesteps=4124680 - 4125480, avg episodic return=10.91
timesteps=4125704 - 4126632, avg episodic return=10.00
timesteps=4125768 - 4126696, avg episodic return=10.56
timesteps=4125704 - 4126664, avg episodic return=9.62
timesteps=4125736 - 4126664, avg episodic return=10.00
timesteps=4125704 - 4126568, avg episodic return=9.09
timesteps=4126728 - 4127656, avg episodic return=10.00
timesteps=4126792 - 4127688, avg episodic return=10.00
timesteps=4126728 - 4127720, avg episodic return=9.68
timesteps=4126728 - 4127720, avg episodic return=9.23
timesteps=4126792 - 4127720, avg episodic return=9.38
timesteps=4127752 - 4128680, avg episodic return=8.57
timesteps=4127848 - 4128744, avg episodic return=9.58
timesteps=4127752 - 4128680, avg episodic return=10.00
timesteps=4127752 - 4128712, avg episodic return=10.00
timesteps=4127752 - 4128744, avg episodic return=9.63
timesteps=4128776 - 4129704, avg episodic return=10.00
timesteps=4128808 - 4129768, avg episodic return=9.52
timesteps=4128840 - 4129768, avg episodic return=10.32
timesteps=4128776 - 4129768, avg episodic return=10.43
timesteps=4128776 - 4129768, avg episodic return=9.44
timesteps=4129928 - 4130760, avg episodic return=10.62
timesteps=4129896 - 4130792, avg episodic return=10.43
timesteps=4129864 - 4130792, avg episodic return=9.67
timesteps=4129800 - 4130792, avg episodic return=8.89
timesteps=4129800 - 4130664, avg episodic return=9.00
timesteps=4130824 - 4131752, avg episodic return=10.00
timesteps=4130824 - 4131816, avg episodic return=9.50
timesteps=4130824 - 4131816, avg episodic return=10.43
timesteps=4130824 - 4131816, avg episodic return=11.82
timesteps=4130920 - 4131752, avg episodic return=8.18
timesteps=4132040 - 4132776, avg episodic return=10.00
timesteps=4131880 - 4132808, avg episodic return=10.00
timesteps=4131912 - 4132808, avg episodic return=10.00
timesteps=4131848 - 4132840, avg episodic return=10.00
timesteps=4131848 - 4132840, avg episodic return=9.47
timesteps=4132872 - 4133864, avg episodic return=9.38
timesteps=4132904 - 4133832, avg episodic return=10.53
timesteps=4132872 - 4133768, avg episodic return=9.60
timesteps=4132904 - 4133864, avg episodic return=10.59
timesteps=4132936 - 4133864, avg episodic return=10.83
timesteps=4133928 - 4134792, avg episodic return=9.33
timesteps=4133896 - 4134824, avg episodic return=10.00
timesteps=4133896 - 4134888, avg episodic return=10.00
timesteps=4133896 - 4134824, avg episodic return=10.00
timesteps=4133896 - 4134856, avg episodic return=10.00
timesteps=4135016 - 4135912, avg episodic return=11.54
timesteps=4134920 - 4135912, avg episodic return=10.00
timesteps=4134920 - 4135912, avg episodic return=10.48
timesteps=4134952 - 4135880, avg episodic return=10.00
timesteps=4134920 - 4135912, avg episodic return=10.00
timesteps=4135944 - 4136936, avg episodic return=9.57
timesteps=4135944 - 4136936, avg episodic return=10.00
timesteps=4135944 - 4136872, avg episodic return=10.48
timesteps=4136008 - 4136904, avg episodic return=9.17
timesteps=4135976 - 4136840, avg episodic return=8.00
timesteps=4136968 - 4137928, avg episodic return=9.47
timesteps=4136968 - 4137960, avg episodic return=10.00
timesteps=4137032 - 4137928, avg episodic return=10.00
timesteps=4137064 - 4137864, avg episodic return=10.00
timesteps=4136968 - 4137928, avg episodic return=10.00
timesteps=4138024 - 4138984, avg episodic return=10.00
timesteps=4138024 - 4138984, avg episodic return=10.00
timesteps=4137992 - 4138920, avg episodic return=10.00
timesteps=4138056 - 4138984, avg episodic return=10.50
timesteps=4137992 - 4138920, avg episodic return=10.53
timesteps=4139112 - 4139976, avg episodic return=10.56
timesteps=4139080 - 4139976, avg episodic return=9.47
timesteps=4139144 - 4140008, avg episodic return=10.48
timesteps=4139048 - 4139976, avg episodic return=10.77
timesteps=4139016 - 4139944, avg episodic return=10.00
timesteps=4140072 - 4141032, avg episodic return=11.67
timesteps=4140104 - 4140904, avg episodic return=10.50
timesteps=4140168 - 4141032, avg episodic return=10.00
timesteps=4140104 - 4141032, avg episodic return=10.00
timesteps=4140040 - 4141032, avg episodic return=10.00
timesteps=4141128 - 4141896, avg episodic return=9.38
timesteps=4141192 - 4142024, avg episodic return=10.00
timesteps=4141064 - 4142024, avg episodic return=10.00
timesteps=4141064 - 4141992, avg episodic return=9.41
timesteps=4141096 - 4141992, avg episodic return=10.71
timesteps=4142088 - 4143016, avg episodic return=10.00
timesteps=4142120 - 4143080, avg episodic return=10.00
timesteps=4142088 - 4143080, avg episodic return=10.32
timesteps=4142120 - 4142984, avg episodic return=10.77
timesteps=4142152 - 4142888, avg episodic return=9.00
timesteps=4143272 - 4144040, avg episodic return=9.33
timesteps=4143112 - 4144072, avg episodic return=10.00
timesteps=4143144 - 4143976, avg episodic return=10.50
timesteps=4143112 - 4143912, avg episodic return=9.00
timesteps=4143112 - 4144008, avg episodic return=10.00
timesteps=4144136 - 4145096, avg episodic return=10.00
timesteps=4144264 - 4145064, avg episodic return=10.00
timesteps=4144200 - 4145128, avg episodic return=9.60
timesteps=4144136 - 4145128, avg episodic return=10.00
timesteps=4144168 - 4145096, avg episodic return=10.48
timesteps=4145192 - 4146120, avg episodic return=10.00
timesteps=4145160 - 4146088, avg episodic return=11.05
timesteps=4145160 - 4146120, avg episodic return=10.00
timesteps=4145192 - 4146152, avg episodic return=9.47
timesteps=4145256 - 4146152, avg episodic return=11.82
timesteps=4146280 - 4147176, avg episodic return=10.00
timesteps=4146216 - 4147112, avg episodic return=10.45
timesteps=4146184 - 4147112, avg episodic return=9.71
timesteps=4146184 - 4147112, avg episodic return=9.29
timesteps=4146280 - 4147048, avg episodic return=10.00
timesteps=4147240 - 4148104, avg episodic return=10.00
timesteps=4147272 - 4148104, avg episodic return=10.00
timesteps=4147208 - 4148200, avg episodic return=10.37
timesteps=4147208 - 4148200, avg episodic return=9.23
timesteps=4147304 - 4148168, avg episodic return=10.00
timesteps=4148264 - 4149192, avg episodic return=10.00
timesteps=4148296 - 4149192, avg episodic return=8.89
timesteps=4148264 - 4149160, avg episodic return=9.58
timesteps=4148264 - 4149224, avg episodic return=9.38
timesteps=4148232 - 4149192, avg episodic return=9.60
timesteps=4149416 - 4150248, avg episodic return=10.91
timesteps=4149288 - 4150248, avg episodic return=10.00
timesteps=4149256 - 4150216, avg episodic return=10.00
timesteps=4149256 - 4150248, avg episodic return=10.00
timesteps=4149416 - 4150248, avg episodic return=10.00
timesteps=4150344 - 4151240, avg episodic return=10.00
timesteps=4150280 - 4151240, avg episodic return=10.00
timesteps=4150376 - 4151240, avg episodic return=10.00
timesteps=4150312 - 4151208, avg episodic return=9.33
timesteps=4150344 - 4151272, avg episodic return=9.50
timesteps=4151304 - 4152296, avg episodic return=10.00
timesteps=4151336 - 4152296, avg episodic return=9.47
timesteps=4151304 - 4152264, avg episodic return=9.69
timesteps=4151368 - 4152200, avg episodic return=10.48
timesteps=4151304 - 4152168, avg episodic return=10.00
timesteps=4152392 - 4153320, avg episodic return=10.00
timesteps=4152392 - 4153192, avg episodic return=10.00
timesteps=4152328 - 4153288, avg episodic return=10.00
timesteps=4152328 - 4153256, avg episodic return=9.29
timesteps=4152328 - 4153192, avg episodic return=10.00
timesteps=4153384 - 4154280, avg episodic return=11.76
timesteps=4153416 - 4154344, avg episodic return=10.00
timesteps=4153416 - 4154312, avg episodic return=10.00
timesteps=4153448 - 4154088, avg episodic return=10.00
timesteps=4153352 - 4154312, avg episodic return=9.17
timesteps=4154472 - 4155368, avg episodic return=10.67
timesteps=4154376 - 4155336, avg episodic return=10.00
timesteps=4154376 - 4155368, avg episodic return=10.00
timesteps=4154440 - 4155368, avg episodic return=10.00
timesteps=4154408 - 4155336, avg episodic return=10.00
timesteps=4155496 - 4156392, avg episodic return=10.53
timesteps=4155400 - 4156328, avg episodic return=10.62
timesteps=4155400 - 4156392, avg episodic return=10.00
timesteps=4155464 - 4156296, avg episodic return=10.00
timesteps=4155400 - 4156392, avg episodic return=9.00
timesteps=4156456 - 4157384, avg episodic return=8.00
timesteps=4156424 - 4157288, avg episodic return=10.00
timesteps=4156488 - 4157416, avg episodic return=10.91
timesteps=4156424 - 4157384, avg episodic return=10.00
timesteps=4156520 - 4157288, avg episodic return=10.00
timesteps=4157512 - 4158376, avg episodic return=8.82
timesteps=4157448 - 4158408, avg episodic return=10.87
timesteps=4157512 - 4158440, avg episodic return=9.71
timesteps=4157512 - 4158440, avg episodic return=10.00
timesteps=4157448 - 4158376, avg episodic return=10.91
timesteps=4158536 - 4159368, avg episodic return=10.00
timesteps=4158504 - 4159272, avg episodic return=10.00
timesteps=4158472 - 4159304, avg episodic return=10.00
timesteps=4158472 - 4159464, avg episodic return=10.48
timesteps=4158536 - 4159464, avg episodic return=10.00
timesteps=4159528 - 4160488, avg episodic return=8.18
timesteps=4159496 - 4160456, avg episodic return=11.05
timesteps=4159496 - 4160488, avg episodic return=10.48
timesteps=4159528 - 4160392, avg episodic return=10.62
timesteps=4159592 - 4160488, avg episodic return=8.95
timesteps=4160616 - 4161448, avg episodic return=10.00
timesteps=4160520 - 4161448, avg episodic return=9.44
timesteps=4160584 - 4161448, avg episodic return=9.58
timesteps=4160616 - 4161448, avg episodic return=10.00
timesteps=4160584 - 4161480, avg episodic return=10.00
timesteps=4161544 - 4162536, avg episodic return=9.41
timesteps=4161640 - 4162536, avg episodic return=10.00
timesteps=4161640 - 4162536, avg episodic return=9.38
timesteps=4161544 - 4162536, avg episodic return=9.47
timesteps=4161608 - 4162376, avg episodic return=10.00
timesteps=4162568 - 4163528, avg episodic return=9.23
timesteps=4162600 - 4163496, avg episodic return=10.00
timesteps=4162600 - 4163560, avg episodic return=9.58
timesteps=4162664 - 4163528, avg episodic return=9.47
timesteps=4162568 - 4163528, avg episodic return=10.00
timesteps=4163592 - 4164584, avg episodic return=10.00
timesteps=4163592 - 4164584, avg episodic return=10.00
timesteps=4163624 - 4164552, avg episodic return=10.00
timesteps=4163592 - 4164456, avg episodic return=10.00
timesteps=4163592 - 4164552, avg episodic return=10.00
timesteps=4164616 - 4165384, avg episodic return=10.00
timesteps=4164616 - 4165576, avg episodic return=10.00
timesteps=4164616 - 4165576, avg episodic return=10.32
timesteps=4164616 - 4165544, avg episodic return=10.48
timesteps=4164680 - 4165608, avg episodic return=10.83
timesteps=4165640 - 4166600, avg episodic return=9.57
timesteps=4165672 - 4166632, avg episodic return=9.50
timesteps=4165640 - 4166536, avg episodic return=8.80
timesteps=4165640 - 4166632, avg episodic return=10.67
timesteps=4165704 - 4166632, avg episodic return=10.00
timesteps=4166664 - 4167656, avg episodic return=10.00
timesteps=4166696 - 4167592, avg episodic return=10.00
timesteps=4166664 - 4167592, avg episodic return=10.00
timesteps=4166696 - 4167656, avg episodic return=10.71
timesteps=4166824 - 4167656, avg episodic return=10.00
timesteps=4167688 - 4168616, avg episodic return=10.00
timesteps=4167720 - 4168680, avg episodic return=9.09
timesteps=4167720 - 4168680, avg episodic return=10.00
timesteps=4167688 - 4168680, avg episodic return=9.29
timesteps=4167688 - 4168680, avg episodic return=10.00
timesteps=4168712 - 4169672, avg episodic return=10.00
timesteps=4168808 - 4169640, avg episodic return=10.45
timesteps=4168744 - 4169672, avg episodic return=10.00
timesteps=4168872 - 4169672, avg episodic return=10.00
timesteps=4168776 - 4169704, avg episodic return=9.44
timesteps=4169736 - 4170696, avg episodic return=10.00
timesteps=4169768 - 4170728, avg episodic return=10.00
timesteps=4169736 - 4170728, avg episodic return=10.00
timesteps=4169736 - 4170728, avg episodic return=10.50
timesteps=4169736 - 4170728, avg episodic return=10.00
timesteps=4170760 - 4171752, avg episodic return=10.00
timesteps=4170856 - 4171720, avg episodic return=10.00
timesteps=4170792 - 4171752, avg episodic return=10.00
timesteps=4170824 - 4171688, avg episodic return=8.00
timesteps=4170792 - 4171752, avg episodic return=10.00
timesteps=4171784 - 4172776, avg episodic return=10.00
timesteps=4171784 - 4172712, avg episodic return=10.00
timesteps=4171784 - 4172776, avg episodic return=10.00
timesteps=4171784 - 4172776, avg episodic return=9.52
timesteps=4171848 - 4172776, avg episodic return=10.00
timesteps=4172808 - 4173736, avg episodic return=9.33
timesteps=4172872 - 4173800, avg episodic return=10.00
timesteps=4172808 - 4173768, avg episodic return=10.37
timesteps=4172840 - 4173672, avg episodic return=10.00
timesteps=4172808 - 4173800, avg episodic return=9.17
timesteps=4174088 - 4174728, avg episodic return=10.00
timesteps=4173864 - 4174824, avg episodic return=9.50
timesteps=4173864 - 4174664, avg episodic return=10.00
timesteps=4173832 - 4174728, avg episodic return=10.00
timesteps=4173832 - 4174824, avg episodic return=10.45
timesteps=4174984 - 4175848, avg episodic return=10.00
timesteps=4174888 - 4175816, avg episodic return=10.00
timesteps=4174856 - 4175848, avg episodic return=10.00
timesteps=4174856 - 4175784, avg episodic return=10.00
timesteps=4174856 - 4175752, avg episodic return=9.52
timesteps=4175912 - 4176872, avg episodic return=10.00
timesteps=4175976 - 4176872, avg episodic return=9.64
timesteps=4175912 - 4176872, avg episodic return=10.50
timesteps=4175880 - 4176840, avg episodic return=10.00
timesteps=4175912 - 4176744, avg episodic return=9.23
timesteps=4176904 - 4177896, avg episodic return=10.00
timesteps=4177000 - 4177864, avg episodic return=10.00
timesteps=4176936 - 4177896, avg episodic return=10.00
timesteps=4176904 - 4177864, avg episodic return=9.63
timesteps=4176904 - 4177896, avg episodic return=10.00
timesteps=4178024 - 4178760, avg episodic return=10.00
timesteps=4177992 - 4178856, avg episodic return=9.58
timesteps=4178056 - 4178920, avg episodic return=9.60
timesteps=4177928 - 4178888, avg episodic return=10.00
timesteps=4177928 - 4178888, avg episodic return=10.67
timesteps=4178952 - 4179912, avg episodic return=9.23
timesteps=4178984 - 4179912, avg episodic return=9.55
timesteps=4178952 - 4179912, avg episodic return=9.55
timesteps=4178984 - 4179880, avg episodic return=10.00
timesteps=4178952 - 4179912, avg episodic return=10.00
timesteps=4180040 - 4180968, avg episodic return=10.00
timesteps=4179976 - 4180936, avg episodic return=10.00
timesteps=4180040 - 4180968, avg episodic return=10.00
timesteps=4179976 - 4180936, avg episodic return=10.00
timesteps=4179976 - 4180840, avg episodic return=10.00
timesteps=4181000 - 4181864, avg episodic return=10.00
timesteps=4181000 - 4181960, avg episodic return=10.00
timesteps=4181000 - 4181960, avg episodic return=10.00
timesteps=4181032 - 4181928, avg episodic return=10.00
timesteps=4181000 - 4181992, avg episodic return=9.44
timesteps=4182088 - 4183016, avg episodic return=10.56
timesteps=4182024 - 4183016, avg episodic return=10.00
timesteps=4182024 - 4183016, avg episodic return=9.57
timesteps=4182024 - 4183016, avg episodic return=10.00
timesteps=4182088 - 4183016, avg episodic return=9.33
timesteps=4183080 - 4183976, avg episodic return=10.67
timesteps=4183048 - 4184040, avg episodic return=10.00
timesteps=4183112 - 4184008, avg episodic return=10.37
timesteps=4183144 - 4184008, avg episodic return=10.56
timesteps=4183208 - 4184040, avg episodic return=10.00
timesteps=4184072 - 4184872, avg episodic return=10.00
timesteps=4184104 - 4185064, avg episodic return=10.00
timesteps=4184072 - 4185064, avg episodic return=9.60
timesteps=4184072 - 4185064, avg episodic return=10.00
timesteps=4184168 - 4184872, avg episodic return=8.46
timesteps=4185192 - 4185992, avg episodic return=10.00
timesteps=4185128 - 4186088, avg episodic return=10.91
timesteps=4185128 - 4186088, avg episodic return=9.60
timesteps=4185128 - 4186024, avg episodic return=10.00
timesteps=4185160 - 4186024, avg episodic return=10.00
timesteps=4186120 - 4187112, avg episodic return=11.00
timesteps=4186184 - 4187048, avg episodic return=10.43
timesteps=4186120 - 4187048, avg episodic return=10.42
timesteps=4186120 - 4187016, avg episodic return=8.00
timesteps=4186152 - 4186952, avg episodic return=10.00
timesteps=4187240 - 4187976, avg episodic return=9.29
timesteps=4187176 - 4188136, avg episodic return=10.00
timesteps=4187208 - 4188136, avg episodic return=10.80
timesteps=4187176 - 4188104, avg episodic return=10.00
timesteps=4187144 - 4188072, avg episodic return=11.33
timesteps=4188232 - 4189160, avg episodic return=9.41
timesteps=4188232 - 4189096, avg episodic return=8.75
timesteps=4188168 - 4189160, avg episodic return=10.00
timesteps=4188200 - 4189160, avg episodic return=10.00
timesteps=4188232 - 4189000, avg episodic return=10.00
timesteps=4189224 - 4190056, avg episodic return=9.23
timesteps=4189192 - 4189992, avg episodic return=10.00
timesteps=4189192 - 4190184, avg episodic return=9.62
timesteps=4189192 - 4190152, avg episodic return=10.00
timesteps=4189192 - 4190184, avg episodic return=10.40
timesteps=4190216 - 4191176, avg episodic return=9.44
timesteps=4190216 - 4191208, avg episodic return=10.43
timesteps=4190216 - 4191176, avg episodic return=10.00
timesteps=4190248 - 4191208, avg episodic return=10.00
timesteps=4190280 - 4191176, avg episodic return=10.00
timesteps=4191368 - 4192200, avg episodic return=10.00
timesteps=4191272 - 4192200, avg episodic return=10.00
timesteps=4191240 - 4192200, avg episodic return=10.00
timesteps=4191272 - 4192232, avg episodic return=10.00
timesteps=4191240 - 4192232, avg episodic return=10.00
timesteps=4192264 - 4193064, avg episodic return=10.56
timesteps=4192264 - 4193256, avg episodic return=10.00
timesteps=4192328 - 4193224, avg episodic return=10.00
timesteps=4192264 - 4193192, avg episodic return=9.44
timesteps=4192360 - 4193224, avg episodic return=7.78
timesteps=4193288 - 4194280, avg episodic return=10.00
timesteps=4193320 - 4194280, avg episodic return=10.00
timesteps=4193288 - 4194248, avg episodic return=10.00
timesteps=4193288 - 4194152, avg episodic return=10.00
timesteps=4193352 - 4194248, avg episodic return=9.50
timesteps=4194408 - 4195144, avg episodic return=10.00
timesteps=4194408 - 4195304, avg episodic return=10.00
timesteps=4194344 - 4195304, avg episodic return=10.00
timesteps=4194344 - 4195208, avg episodic return=9.09
timesteps=4194312 - 4195240, avg episodic return=10.00
timesteps=4195336 - 4196232, avg episodic return=10.00
timesteps=4195400 - 4196328, avg episodic return=10.00
timesteps=4195464 - 4196328, avg episodic return=10.00
timesteps=4195592 - 4196232, avg episodic return=10.67
timesteps=4195336 - 4196328, avg episodic return=9.52
timesteps=4196360 - 4197352, avg episodic return=10.83
timesteps=4196520 - 4197352, avg episodic return=10.43
timesteps=4196424 - 4197320, avg episodic return=10.00
timesteps=4196424 - 4197320, avg episodic return=10.71
timesteps=4196488 - 4197352, avg episodic return=10.00
timesteps=4197416 - 4198376, avg episodic return=9.47
timesteps=4197512 - 4198376, avg episodic return=10.53
timesteps=4197384 - 4198376, avg episodic return=9.44
timesteps=4197416 - 4198376, avg episodic return=9.58
timesteps=4197416 - 4198344, avg episodic return=10.00
timesteps=4198504 - 4199272, avg episodic return=10.71
timesteps=4198440 - 4199336, avg episodic return=10.00
timesteps=4198408 - 4199208, avg episodic return=10.00
timesteps=4198408 - 4199400, avg episodic return=9.13
timesteps=4198472 - 4199368, avg episodic return=10.00
timesteps=4199496 - 4200424, avg episodic return=10.00
timesteps=4199464 - 4200424, avg episodic return=10.00
timesteps=4199432 - 4200424, avg episodic return=10.00
timesteps=4199464 - 4200360, avg episodic return=9.55
timesteps=4199560 - 4200424, avg episodic return=9.38
timesteps=4200712 - 4201448, avg episodic return=10.00
timesteps=4200616 - 4201448, avg episodic return=10.43
timesteps=4200552 - 4201416, avg episodic return=10.00
timesteps=4200584 - 4201384, avg episodic return=10.00
timesteps=4200456 - 4201448, avg episodic return=10.00
timesteps=4201480 - 4202376, avg episodic return=10.53
timesteps=4201480 - 4202344, avg episodic return=9.17
timesteps=4201480 - 4202408, avg episodic return=10.00
timesteps=4201544 - 4202376, avg episodic return=10.00
timesteps=4201480 - 4202440, avg episodic return=10.00
timesteps=4202504 - 4203432, avg episodic return=10.00
timesteps=4202632 - 4203464, avg episodic return=9.00
timesteps=4202536 - 4203496, avg episodic return=10.43
timesteps=4202504 - 4203496, avg episodic return=10.00
timesteps=4202504 - 4203496, avg episodic return=10.00
timesteps=4203528 - 4204520, avg episodic return=9.29
timesteps=4203624 - 4204520, avg episodic return=10.00
timesteps=4203528 - 4204328, avg episodic return=9.38
timesteps=4203528 - 4204488, avg episodic return=10.00
timesteps=4203592 - 4204456, avg episodic return=10.00
timesteps=4204680 - 4205544, avg episodic return=10.00
timesteps=4204840 - 4205544, avg episodic return=10.00
timesteps=4204552 - 4205480, avg episodic return=10.00
timesteps=4204584 - 4205544, avg episodic return=9.47
timesteps=4204552 - 4205512, avg episodic return=9.55
timesteps=4205736 - 4206568, avg episodic return=8.75
timesteps=4205576 - 4206536, avg episodic return=10.36
timesteps=4205672 - 4206536, avg episodic return=10.00
timesteps=4205576 - 4206504, avg episodic return=10.62
timesteps=4205736 - 4206536, avg episodic return=10.00
timesteps=4206664 - 4207560, avg episodic return=10.00
timesteps=4206600 - 4207560, avg episodic return=10.53
timesteps=4206632 - 4207464, avg episodic return=9.47
timesteps=4206600 - 4207400, avg episodic return=10.59
timesteps=4206760 - 4207592, avg episodic return=10.00
timesteps=4207688 - 4208552, avg episodic return=10.00
timesteps=4207784 - 4208616, avg episodic return=10.45
timesteps=4207624 - 4208584, avg episodic return=10.00
timesteps=4207720 - 4208488, avg episodic return=10.00
timesteps=4207688 - 4208584, avg episodic return=10.00
